"","Maand_Dag","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","Historical_Min","Historical_Max","Historical_Mean","Naam"
"116","04-25",0,91.26,73.43,71.7,48.2,48.87,52.51,55.65,75.95,97.13,45.11,88.9,NA,0,97.13,62.3925,"PT"
"117","04-26",0,89.78,73.6,72.5,48.2,49.53,51.84,55.65,76.67,97.13,43.78,88.9,NA,0,97.13,62.2983333333333,"PT"
"118","04-27",0,90.57,73.57,73.28,48.61,49.67,51.84,55.65,77.34,97.13,42.83,88.9,NA,0,97.13,62.4491666666667,"PT"
"119","04-28",0,91.39,74.18,73.53,48.61,49.67,51.19,55.65,78.02,97.13,43.1,88.01,NA,0,97.13,62.54,"PT"
"120","04-29",0,92.2,73.6,73.27,47.98,49.67,51.19,55.65,78.02,97.13,43.53,88.18,NA,0,97.13,62.535,"PT"
"121","04-30",0,92.98,73.6,73.27,47.98,49.67,51.77,55.65,78.02,97.13,43.68,88.86,NA,0,97.13,62.7175,"PT"
"122","05-01",0,93.03,73.6,73.78,47.98,49.67,51.77,55.65,78.64,97.77,44.46,89.14,NA,0,97.77,62.9575,"PT"
"123","05-02",0,92.98,73.68,74.22,47.98,49.67,51.77,55.65,79.38,98.42,45.26,89.67,NA,0,98.42,63.2233333333333,"PT"
"124","05-03",0,93.43,73.68,75,47.98,49.67,50.78,55.65,80.1,98.42,45.64,89.67,NA,0,98.42,63.335,"PT"
"125","05-04",0,94.33,73.1,75.81,48.4,49.67,50.12,55.65,80.84,99.04,45.64,88.79,NA,0,99.04,63.4491666666667,"PT"
"126","05-05",0,95.26,73.6,76.7,49.15,49.67,50.12,55.65,81.51,99.75,45.64,88.79,NA,0,99.75,63.82,"PT"
"127","05-06",0,96.16,73.62,77.51,49.15,49.67,50.64,55.65,81.51,100,45.64,88.79,NA,0,100,64.0283333333333,"PT"
"128","05-07",0,96.13,73.62,77.51,49.15,49.67,50.67,55.65,81.51,100,45.92,89.29,NA,0,100,64.0933333333333,"PT"
"129","05-08",0,96.18,73.62,78.26,49.68,49.67,50.67,55.65,82.14,100,46.68,89.74,NA,0,100,64.3575,"PT"
"130","05-09",0,96.18,73.62,78.52,50.46,49.67,50.67,55.65,82.86,100,47.53,89.74,NA,0,100,64.575,"PT"
"131","05-10",0,96.77,73.62,79.28,51.17,49.67,50.67,55.65,83.57,100,48.13,88.21,NA,0,100,64.7283333333333,"PT"
"132","05-11",0,97.66,73.41,80.05,51.17,49.67,51.01,54.71,84.25,100,48.61,88.21,NA,0,100,64.8958333333333,"PT"
