"","Maand_Dag","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","Historical_Min","Historical_Max","Historical_Mean","Naam"
"161","06-09",NA,NA,NA,NA,NA,NA,7.32,7.31,48.63,35.97,6.71,6.74,NA,7.31,48.63,21.072,"SE"
"162","06-10",NA,NA,NA,NA,NA,NA,7.32,7.31,48.63,35.97,6.71,6.74,NA,7.31,48.63,21.072,"SE"
"163","06-11",NA,NA,NA,NA,NA,NA,7.32,7.31,48.63,35.97,6.71,6.74,NA,7.31,48.63,21.072,"SE"
"164","06-12",NA,NA,NA,NA,NA,NA,7.32,7.31,51.12,35.97,6.71,6.74,NA,7.31,51.12,21.57,"SE"
"165","06-13",NA,NA,NA,NA,NA,NA,7.32,7.31,54.29,35.97,6.71,6.74,NA,7.31,54.29,22.204,"SE"
"166","06-14",NA,NA,NA,NA,NA,NA,7.32,7.31,58.29,35.97,6.71,10.17,NA,7.31,58.29,23.69,"SE"
"167","06-15",NA,NA,NA,NA,NA,NA,7.32,7.31,63.62,35.97,6.71,11.34,NA,7.31,63.62,24.99,"SE"
"168","06-16",NA,NA,NA,NA,NA,NA,7.32,7.31,65.8,35.97,6.71,12.24,NA,7.31,65.8,25.606,"SE"
"169","06-17",NA,NA,NA,NA,NA,NA,7.32,7.31,65.8,35.97,6.71,13.32,NA,7.31,65.8,25.822,"SE"
"170","06-18",NA,NA,NA,NA,NA,NA,7.32,7.31,65.8,35.97,6.71,17.07,NA,7.31,65.8,26.572,"SE"
"171","06-19",NA,NA,NA,NA,NA,NA,7.32,7.31,65.8,35.97,6.71,23.58,NA,7.31,65.8,27.874,"SE"
"172","06-20",NA,NA,NA,NA,NA,NA,7.32,7.31,68.41,35.97,6.71,29.32,NA,7.31,68.41,29.544,"SE"
"173","06-21",NA,NA,NA,NA,NA,NA,7.32,7.31,69.63,35.97,6.71,29.32,NA,7.31,69.63,29.788,"SE"
"174","06-22",NA,NA,NA,NA,NA,NA,7.32,7.31,69.63,35.97,6.71,29.32,NA,7.31,69.63,29.788,"SE"
"175","06-23",NA,NA,NA,NA,NA,NA,7.32,7.31,69.63,38.94,6.72,29.32,NA,7.31,69.63,30.384,"SE"
"176","06-24",NA,NA,NA,NA,NA,NA,7.32,7.31,69.63,41.69,6.72,29.32,NA,7.31,69.63,30.934,"SE"
"177","06-25",NA,NA,NA,NA,NA,NA,7.32,7.31,69.63,44.59,6.72,31.77,NA,7.31,69.63,32.004,"SE"
"178","06-26",NA,NA,NA,NA,NA,NA,7.32,7.31,69.63,47.4,6.72,37.03,NA,7.31,69.63,33.618,"SE"
"179","06-27",NA,NA,NA,NA,NA,NA,7.32,7.31,69.63,47.4,6.72,39.16,NA,7.31,69.63,34.044,"SE"
"180","06-28",NA,NA,NA,NA,NA,NA,7.32,7.31,69.63,47.4,6.72,39.16,NA,7.31,69.63,34.044,"SE"
"181","06-29",NA,NA,NA,NA,NA,NA,7.32,7.31,69.63,47.4,6.72,39.16,NA,7.31,69.63,34.044,"SE"
"182","06-30",NA,NA,NA,NA,NA,NA,7.32,7.31,69.63,47.4,6.72,39.16,NA,7.31,69.63,34.044,"SE"
"183","07-01",NA,NA,NA,NA,NA,NA,7.32,7.31,69.63,47.4,6.72,39.16,NA,7.31,69.63,34.044,"SE"
"184","07-02",NA,NA,NA,NA,NA,NA,7.32,7.31,74.06,47.4,6.72,42.02,NA,7.31,74.06,35.502,"SE"
"185","07-03",NA,NA,NA,NA,NA,NA,7.32,7.31,74.19,47.4,6.72,47,NA,7.31,74.19,36.524,"SE"
"186","07-04",NA,NA,NA,NA,NA,NA,7.32,7.31,74.19,47.4,6.72,55.5,NA,7.31,74.19,38.224,"SE"
"187","07-05",NA,NA,NA,NA,NA,NA,7.32,7.31,74.19,47.4,6.72,55.5,NA,7.31,74.19,38.224,"SE"
"188","07-06",NA,NA,NA,NA,NA,NA,7.32,7.31,74.19,47.4,6.72,66.94,NA,7.31,74.19,40.512,"SE"
"189","07-07",NA,NA,NA,NA,NA,NA,7.28,7.31,74.19,47.4,6.72,69.79,NA,7.31,74.19,41.082,"SE"
"190","07-08",NA,NA,NA,NA,NA,NA,7.28,7.31,74.19,50.75,6.72,69.79,NA,7.31,74.19,41.752,"SE"
"191","07-09",NA,NA,NA,NA,NA,NA,7.28,7.31,74.19,51.78,6.72,73.31,NA,7.31,74.19,42.662,"SE"
"192","07-10",NA,NA,NA,NA,NA,NA,7.28,7.31,74.19,51.78,6.72,78.43,NA,7.31,74.19,43.686,"SE"
"193","07-11",NA,NA,NA,NA,NA,NA,7.28,7.31,74.19,51.78,6.72,79.5,NA,7.31,74.19,43.9,"SE"
"194","07-12",NA,NA,NA,NA,NA,NA,7.28,7.31,74.19,51.78,6.72,79.5,NA,7.31,74.19,43.9,"SE"
"195","07-13",NA,NA,NA,NA,NA,NA,7.28,7.31,74.19,51.78,6.72,79.5,NA,7.31,74.19,43.9,"SE"
